transaction_id,customer_age,transaction_amount,transaction_hour,payment_method,device_type,customer_location,account_age_days,previous_transactions,failed_transactions_last_24h,is_international,is_fraud
38,18,1273.67,5,Debit Card,Desktop,Jaipur,585,26,0,0,0
39,21,2683.41,16,UPI,Mobile,Delhi,742,38,0,0,0
40,36,8010.76,5,Credit Card,Mobile,Pune,848,26,1,0,0
41,42,1805.92,21,Debit Card,Mobile,Bengaluru,1033,19,0,0,0
42,36,1375.56,17,Net Banking,Tablet,Bengaluru,455,24,0,0,0
43,33,1329.59,9,Credit Card,Desktop,Jaipur,164,22,0,0,0
44,31,1807.15,9,Net Banking,Desktop,Mumbai,81,26,0,0,0
45,20,843.34,8,Credit Card,Mobile,Delhi,350,23,0,0,0
46,27,1801.11,21,UPI,Mobile,Delhi,54,29,0,0,0
47,30,2346.43,14,Credit Card,Desktop,Bengaluru,1208,31,0,0,0
48,45,1934.78,10,Credit Card,Mobile,Pune,292,23,0,0,0
49,38,2359.1,6,Credit Card,Desktop,Delhi,1031,31,0,0,0
50,18,2314.61,17,Credit Card,Mobile,Pune,617,16,0,0,0
51,38,396.42,1,Credit Card,Tablet,Jaipur,973,22,1,0,1
52,31,2723.02,1,Credit Card,Mobile,Delhi,1076,22,1,0,0
53,28,956.41,12,Net Banking,Mobile,Delhi,27,22,0,0,0
54,41,680.84,10,Credit Card,Desktop,Ahmedabad,645,19,1,0,0
55,45,676.17,18,UPI,Mobile,Delhi,128,23,0,0,0
56,44,2314.23,19,Debit Card,Mobile,Bengaluru,2268,27,0,0,0
57,26,1369.14,0,UPI,Desktop,Delhi,753,27,0,0,0
58,31,425.99,16,Debit Card,Mobile,Mumbai,1,16,0,0,0
59,38,2398.1,19,UPI,Mobile,Mumbai,1311,24,0,0,0
60,44,517.14,17,UPI,Desktop,Jaipur,172,24,0,1,0
61,30,1829.61,7,UPI,Mobile,Pune,269,19,2,0,0
62,33,1979.9,12,UPI,Mobile,Pune,473,30,0,0,0
63,23,3322.46,3,Credit Card,Mobile,Delhi,1240,23,1,0,0
64,23,6804.56,18,UPI,Mobile,Bengaluru,1310,24,0,0,0
65,43,549.09,2,Debit Card,Mobile,Mumbai,414,20,0,0,0
66,48,1568.73,5,Credit Card,Desktop,Pune,190,29,0,1,0
67,34,1311.51,5,UPI,Mobile,Bengaluru,163,24,0,0,0
68,45,2314.62,21,Debit Card,Mobile,Jaipur,226,21,1,0,0
69,38,1944.06,5,Credit Card,Desktop,Pune,99,22,1,0,0
70,28,1233.93,23,Debit Card,Desktop,Delhi,554,26,2,0,0
71,38,1149.73,7,Credit Card,Mobile,Delhi,375,26,0,0,0
72,50,669.71,16,UPI,Mobile,Bengaluru,742,22,0,1,0
73,34,3605.77,9,Credit Card,Mobile,Delhi,49,32,1,0,0
74,50,2362.23,23,UPI,Desktop,Jaipur,255,25,1,0,0
75,18,3409.14,4,Credit Card,Mobile,Delhi,137,28,0,0,0
76,43,1276.25,18,Net Banking,Mobile,Pune,383,28,0,0,0
77,35,967.32,10,UPI,Mobile,Delhi,315,22,0,0,0
78,32,690.45,9,Credit Card,Mobile,Delhi,298,24,1,0,0
79,35,2180.12,2,UPI,Tablet,Delhi,189,16,1,0,0
80,18,712.06,21,UPI,Desktop,Mumbai,648,20,0,0,0
81,32,7179.11,23,Credit Card,Mobile,Bengaluru,328,24,0,0,0
82,38,574.72,9,Credit Card,Desktop,Mumbai,112,26,1,0,0
83,49,2036.38,1,Credit Card,Mobile,Pune,396,27,0,0,0
84,29,5730.07,8,UPI,Desktop,Bengaluru,454,29,0,0,0
85,26,2641.95,4,Debit Card,Mobile,Mumbai,10,22,0,0,1
86,29,1882.84,20,UPI,Mobile,Mumbai,113,24,1,0,0
87,44,753.86,16,UPI,Tablet,Bengaluru,138,21,1,0,0
88,38,541.63,5,Debit Card,Desktop,Mumbai,142,37,0,0,0
89,29,3029.16,10,Net Banking,Tablet,Pune,136,25,0,0,0
90,40,5458.44,4,Credit Card,Desktop,Ahmedabad,158,25,0,0,0
91,35,1151.61,6,Debit Card,Mobile,Bengaluru,152,22,1,0,0
92,44,657.7,6,UPI,Mobile,Ahmedabad,1077,20,0,0,0
93,27,228.94,3,UPI,Mobile,Bengaluru,192,25,1,1,0
94,31,746.49,20,Debit Card,Mobile,Jaipur,215,22,0,0,0
95,31,1493.79,9,Net Banking,Mobile,Mumbai,154,21,1,0,0
96,20,5879.92,23,UPI,Mobile,Delhi,1714,21,2,0,0
97,37,2803.17,17,UPI,Desktop,Delhi,383,26,0,0,0
98,37,2088.22,0,UPI,Mobile,Mumbai,471,17,2,0,0
99,35,1187.85,13,UPI,Mobile,Delhi,664,18,1,0,0
100,32,1026.05,5,Debit Card,Mobile,Delhi,203,21,0,0,0
101,20,5036.76,10,Credit Card,Desktop,Mumbai,1733,28,0,0,0
102,30,1920.98,13,Credit Card,Tablet,Delhi,82,20,2,0,0
103,31,304.27,19,Credit Card,Desktop,Delhi,306,19,1,0,0
104,26,954.48,2,Debit Card,Mobile,Pune,78,22,0,0,0
105,33,823.39,15,UPI,Mobile,Mumbai,781,26,0,0,0
106,39,1056.79,15,Credit Card,Desktop,Pune,56,26,0,0,0
107,53,2566.58,6,Net Banking,Mobile,Pune,403,26,1,0,0
108,36,1501.24,7,UPI,Tablet,Pune,55,33,3,1,0
109,37,1538.41,3,Debit Card,Mobile,Mumbai,301,29,0,0,0
110,34,4678.71,11,Credit Card,Mobile,Bengaluru,164,28,0,0,0
111,18,937.14,11,UPI,Mobile,Delhi,1168,23,0,0,0
112,34,7268.9,9,UPI,Desktop,Bengaluru,27,25,0,0,0
113,35,956.19,11,Credit Card,Mobile,Mumbai,524,25,0,0,0
114,59,1756.99,10,Credit Card,Mobile,Bengaluru,594,26,0,1,0
115,33,1306.41,10,Credit Card,Mobile,Pune,1099,20,0,0,0
116,38,1805.76,14,UPI,Mobile,Bengaluru,1050,23,0,0,0
117,34,2334.78,5,Credit Card,Tablet,Bengaluru,1887,29,2,0,0
118,23,2314.78,10,UPI,Mobile,Delhi,146,26,0,0,0
119,46,895.61,1,UPI,Mobile,Bengaluru,160,25,0,0,1
120,42,666.25,23,UPI,Mobile,Mumbai,253,26,0,0,0
121,42,12119.09,21,Credit Card,Mobile,Mumbai,385,28,1,0,0
122,25,1110.77,8,UPI,Mobile,Mumbai,228,34,1,0,0
123,49,2862.27,10,UPI,Mobile,Delhi,674,28,0,0,0
124,20,452.09,15,UPI,Desktop,Delhi,4,18,0,0,0
125,40,1308.07,12,UPI,Desktop,Bengaluru,8,22,1,0,1
126,56,1477.7,12,UPI,Mobile,Bengaluru,629,25,0,0,0
127,25,2388.1,21,Credit Card,Desktop,Jaipur,1073,21,0,0,0
128,29,185.31,21,Debit Card,Tablet,Jaipur,749,19,0,0,0
129,35,1868.54,17,Credit Card,Mobile,Bengaluru,62,23,0,0,0
130,29,652.11,20,Credit Card,Mobile,Pune,1366,21,1,1,0
131,19,2120.65,0,UPI,Desktop,Jaipur,368,22,1,0,0
132,35,714.04,19,Net Banking,Desktop,Mumbai,677,21,0,0,0
133,24,825.19,9,UPI,Mobile,Pune,112,28,0,0,0
134,39,1314.35,18,Credit Card,Mobile,Jaipur,397,24,1,0,0
135,25,704.96,16,Net Banking,Mobile,Delhi,200,23,0,0,0
136,50,1118.31,0,Credit Card,Mobile,Ahmedabad,1839,18,0,0,1
137,27,629.74,0,UPI,Desktop,Jaipur,321,24,0,0,0
138,31,377.46,16,UPI,Desktop,Bengaluru,704,22,1,0,0
139,43,3693.63,14,UPI,Desktop,Mumbai,462,15,0,0,0
140,22,580.08,1,Credit Card,Mobile,Delhi,49,29,0,0,0
141,37,1418.07,10,Credit Card,Mobile,Jaipur,391,24,0,0,0
142,48,2987.86,20,Debit Card,Mobile,Mumbai,388,20,0,0,0
143,18,1000.29,1,UPI,Mobile,Bengaluru,628,24,0,0,0
144,36,845.45,19,Debit Card,Desktop,Delhi,194,22,0,0,0
145,37,1960.57,8,Debit Card,Desktop,Bengaluru,985,31,0,1,0
146,42,4001.19,18,UPI,Desktop,Mumbai,487,19,1,1,0
147,22,641.97,1,UPI,Desktop,Mumbai,20,22,0,0,0
148,21,1450.82,15,Credit Card,Mobile,Bengaluru,613,18,0,0,0
149,40,409.12,19,Credit Card,Mobile,Delhi,1187,21,1,0,0
150,37,1194.45,8,UPI,Desktop,Mumbai,574,25,0,0,0
151,37,1681.37,19,UPI,Mobile,Mumbai,239,24,0,0,0
152,38,825.76,20,Debit Card,Tablet,Mumbai,446,23,0,0,0
153,28,1135.02,3,UPI,Mobile,Mumbai,94,28,1,0,0
154,37,530.29,23,UPI,Mobile,Bengaluru,459,29,1,0,0
155,37,1740.04,12,Debit Card,Desktop,Bengaluru,347,29,0,0,0
156,27,3806.84,14,Credit Card,Desktop,Bengaluru,13,25,0,0,1
157,53,680.13,19,Credit Card,Desktop,Pune,194,30,1,0,0
158,39,994.12,1,Credit Card,Mobile,Ahmedabad,106,26,1,0,0
159,23,2445.58,19,Credit Card,Desktop,Bengaluru,247,25,0,0,0
160,41,4314.22,17,Credit Card,Mobile,Delhi,138,22,1,0,0
161,25,495.44,23,Net Banking,Mobile,Pune,898,32,0,0,0
162,42,1429.35,8,UPI,Desktop,Jaipur,598,28,0,0,0
163,46,2051.87,19,UPI,Desktop,Mumbai,673,27,0,0,0
164,26,1507.72,0,UPI,Mobile,Mumbai,223,34,0,0,0
165,44,225.56,2,Credit Card,Mobile,Ahmedabad,1,29,0,1,0
166,39,2442.73,22,Credit Card,Mobile,Ahmedabad,123,30,0,0,0
167,43,5516.34,16,UPI,Desktop,Pune,703,31,0,0,0
168,53,1796.02,10,UPI,Mobile,Mumbai,461,30,3,0,0
169,32,717.03,23,UPI,Desktop,Mumbai,386,25,1,0,0
170,27,1085.18,7,UPI,Desktop,Delhi,164,27,0,0,0
171,26,6740.78,20,Net Banking,Mobile,Pune,39,22,0,0,0
172,26,3387.92,11,Credit Card,Mobile,Bengaluru,768,31,0,0,0
173,34,2729.9,10,UPI,Mobile,Pune,19,25,0,0,0
174,38,2175.75,12,UPI,Desktop,Jaipur,30,24,0,0,0
175,37,964.0,14,UPI,Mobile,Mumbai,174,19,0,0,0
176,43,1393.46,19,Debit Card,Desktop,Mumbai,425,27,0,0,0
177,35,1537.11,16,Credit Card,Mobile,Jaipur,2428,22,1,0,0
178,49,2539.34,11,Net Banking,Desktop,Mumbai,47,22,0,1,1
179,32,5470.55,18,Debit Card,Mobile,Jaipur,320,19,1,0,0
180,62,4002.48,19,Credit Card,Mobile,Ahmedabad,460,27,0,0,0
181,41,525.57,10,Debit Card,Desktop,Pune,866,27,0,0,0
182,26,1957.05,9,Debit Card,Desktop,Bengaluru,584,21,0,0,0
183,24,2949.56,16,UPI,Mobile,Delhi,824,22,0,0,0
184,39,2684.07,21,Credit Card,Mobile,Delhi,369,25,1,0,0
185,32,988.92,12,Credit Card,Mobile,Jaipur,284,27,0,0,0
186,42,16836.21,15,Credit Card,Mobile,Mumbai,482,20,0,0,0
187,39,588.94,19,UPI,Desktop,Pune,1155,31,1,0,0
188,34,687.77,19,UPI,Mobile,Jaipur,400,31,0,0,0
189,26,1972.14,16,UPI,Mobile,Jaipur,465,27,1,0,0
190,19,8896.76,4,UPI,Mobile,Delhi,206,26,0,0,0
191,30,838.02,8,Net Banking,Desktop,Bengaluru,453,28,1,0,0
192,43,1322.58,21,Credit Card,Mobile,Pune,494,29,0,1,0
193,37,3873.19,23,Credit Card,Mobile,Pune,700,23,1,0,1
194,22,1612.77,3,Credit Card,Mobile,Mumbai,424,27,0,0,0
195,36,1251.77,8,Credit Card,Desktop,Jaipur,110,22,0,0,0
196,38,2572.17,15,Net Banking,Mobile,Pune,436,25,0,0,0
197,26,2034.52,6,UPI,Mobile,Jaipur,176,30,0,0,0
198,36,3730.7,13,Debit Card,Tablet,Delhi,45,21,0,0,0
199,35,4597.07,13,UPI,Mobile,Delhi,872,20,0,0,0
200,23,2091.43,6,Debit Card,Mobile,Mumbai,34,25,0,0,0
201,38,2066.03,23,Debit Card,Desktop,Delhi,499,21,0,0,0
202,40,1941.64,15,Net Banking,Desktop,Pune,2232,19,0,0,0
203,45,2419.47,17,UPI,Mobile,Delhi,45,22,0,0,0
204,45,1709.81,5,UPI,Mobile,Pune,124,32,0,0,0
205,21,1635.19,6,UPI,Mobile,Pune,715,20,1,0,0
206,25,4261.18,18,Credit Card,Mobile,Mumbai,50,24,0,0,0
207,40,5502.14,7,Credit Card,Mobile,Jaipur,894,18,0,0,0
208,40,489.78,0,UPI,Mobile,Bengaluru,1,24,1,0,0
209,40,1649.15,16,Debit Card,Mobile,Pune,1103,17,0,1,0
210,73,942.98,18,UPI,Mobile,Delhi,34,22,0,0,0
211,40,1275.66,21,Debit Card,Mobile,Pune,1275,22,1,0,0
212,46,2257.5,6,UPI,Mobile,Bengaluru,999,28,0,0,0
213,44,2794.9,17,UPI,Mobile,Ahmedabad,387,32,0,1,0
214,41,1495.62,5,Credit Card,Mobile,Pune,752,27,0,0,0
215,31,354.01,20,Credit Card,Mobile,Delhi,38,16,1,0,0
216,42,755.94,5,UPI,Mobile,Mumbai,72,19,0,0,0
217,27,3351.62,0,Debit Card,Desktop,Jaipur,230,24,0,0,0
218,32,182.67,9,Credit Card,Desktop,Jaipur,385,22,0,0,0
219,30,4229.93,22,Debit Card,Desktop,Bengaluru,1013,30,0,0,0
220,35,2482.41,7,Debit Card,Mobile,Ahmedabad,391,25,1,0,0
221,58,4688.84,6,Credit Card,Mobile,Ahmedabad,547,26,0,0,0
222,18,1395.69,8,Net Banking,Desktop,Delhi,569,26,0,0,0
223,41,314.47,0,Debit Card,Mobile,Delhi,1050,27,1,0,0
224,18,2308.35,10,Net Banking,Mobile,Bengaluru,749,25,0,0,0
225,30,4535.64,2,Debit Card,Desktop,Delhi,1886,25,1,0,0
226,45,3428.15,17,Debit Card,Mobile,Delhi,10,21,1,0,0
227,35,962.8,5,Credit Card,Mobile,Pune,116,31,0,0,0
228,24,1753.57,10,UPI,Mobile,Pune,1332,25,0,0,0
229,27,1068.2,4,Net Banking,Desktop,Pune,785,31,0,0,0
230,41,849.45,19,Debit Card,Desktop,Mumbai,155,27,0,0,0
231,27,3513.3,3,UPI,Tablet,Bengaluru,1829,27,0,0,0
232,37,627.64,7,UPI,Mobile,Pune,1019,31,0,0,0
233,35,800.27,9,Credit Card,Desktop,Delhi,33,18,0,1,0
234,28,676.4,2,Credit Card,Mobile,Pune,833,22,0,0,0
235,56,496.61,12,UPI,Mobile,Jaipur,767,27,0,0,0
236,41,1839.28,16,UPI,Desktop,Pune,124,26,1,0,0
237,18,4143.11,4,Debit Card,Mobile,Pune,553,38,0,0,0
238,36,1411.06,7,UPI,Mobile,Delhi,1757,25,0,0,0
239,28,490.49,18,Credit Card,Mobile,Bengaluru,563,24,0,0,0
240,43,3203.36,17,Debit Card,Mobile,Delhi,840,23,0,0,0
241,27,6301.62,0,Debit Card,Mobile,Bengaluru,52,18,0,0,0
242,33,975.55,3,UPI,Mobile,Bengaluru,649,30,0,0,0
243,40,1115.61,17,UPI,Mobile,Bengaluru,114,29,0,0,0
244,43,2471.37,13,Credit Card,Mobile,Ahmedabad,37,28,0,0,0
245,22,5987.92,23,Debit Card,Mobile,Delhi,401,26,0,0,0
246,31,1079.37,10,UPI,Desktop,Mumbai,694,28,0,0,0
247,30,563.43,8,UPI,Desktop,Pune,395,31,1,0,0
248,28,2711.17,12,Debit Card,Mobile,Bengaluru,1341,30,0,0,0
249,52,3100.3,16,Net Banking,Mobile,Pune,594,23,0,0,0
250,39,1644.03,14,Credit Card,Mobile,Mumbai,62,19,0,0,0
251,22,1046.8,1,UPI,Desktop,Pune,1362,18,0,1,0
252,44,3624.61,5,UPI,Tablet,Pune,82,23,0,0,0
253,56,2495.96,6,UPI,Mobile,Pune,709,29,0,0,0
254,45,884.7,1,UPI,Mobile,Pune,80,19,0,0,0
255,19,1701.52,23,Credit Card,Desktop,Delhi,3000,34,1,0,0
256,30,554.81,12,Credit Card,Mobile,Mumbai,201,20,0,0,0
257,47,2831.93,9,UPI,Desktop,Delhi,342,30,0,0,0
258,27,1326.39,15,Debit Card,Desktop,Delhi,314,26,0,0,0
259,39,1154.51,8,Credit Card,Mobile,Mumbai,53,30,0,0,0
260,42,1593.52,7,Credit Card,Mobile,Ahmedabad,340,19,0,0,0
261,25,1689.6,14,Net Banking,Desktop,Bengaluru,80,28,0,0,0
262,34,3347.42,21,Credit Card,Mobile,Pune,809,27,0,0,0
263,18,2625.1,6,Net Banking,Desktop,Ahmedabad,1588,29,1,0,0
264,24,1443.57,21,UPI,Mobile,Jaipur,825,25,0,0,0
265,32,3013.73,22,UPI,Tablet,Delhi,281,18,0,0,0
266,22,2254.29,18,Credit Card,Mobile,Delhi,1,23,0,0,1
267,51,1162.96,3,Credit Card,Desktop,Bengaluru,18,15,0,0,0
268,20,1480.63,8,UPI,Mobile,Jaipur,341,22,0,0,0
269,30,1453.05,18,Credit Card,Mobile,Pune,568,24,1,0,0
270,36,2450.9,1,UPI,Mobile,Jaipur,856,20,0,0,1
271,49,1219.73,6,Credit Card,Mobile,Delhi,457,23,0,0,0
272,20,1197.12,21,Credit Card,Mobile,Mumbai,1915,19,0,0,0
273,46,7903.06,18,Credit Card,Mobile,Bengaluru,340,29,1,0,0
274,35,3469.58,5,Credit Card,Mobile,Pune,458,21,1,0,0
275,25,890.27,14,Net Banking,Mobile,Ahmedabad,130,26,0,0,0
276,39,2583.12,6,UPI,Desktop,Pune,207,35,1,0,0
277,36,1798.45,5,Net Banking,Mobile,Jaipur,574,15,1,0,0
278,28,2237.78,0,UPI,Mobile,Bengaluru,460,9,0,0,0
279,35,1825.98,13,Credit Card,Mobile,Mumbai,230,26,0,0,0
280,31,4237.44,0,Credit Card,Desktop,Jaipur,59,23,0,0,0
281,36,2157.05,5,Debit Card,Desktop,Bengaluru,209,33,0,0,0
282,41,1556.71,17,Debit Card,Mobile,Mumbai,22,25,0,0,0
283,50,3765.94,16,Debit Card,Desktop,Delhi,434,23,0,0,0
284,22,1971.65,1,UPI,Desktop,Jaipur,195,26,0,0,0
285,56,1802.96,7,Debit Card,Mobile,Ahmedabad,238,29,1,1,0
286,18,2103.21,20,UPI,Mobile,Bengaluru,427,24,0,0,0
287,33,1517.95,22,UPI,Mobile,Delhi,435,24,0,0,0
288,40,1648.11,22,UPI,Mobile,Ahmedabad,443,28,1,0,0
289,37,1023.15,1,Credit Card,Mobile,Ahmedabad,338,20,0,0,0
290,28,897.01,15,Debit Card,Mobile,Pune,334,20,1,0,0
291,32,735.94,3,UPI,Mobile,Bengaluru,860,17,0,0,0
292,30,537.22,1,UPI,Mobile,Mumbai,315,29,2,0,0
293,29,809.35,22,Credit Card,Desktop,Mumbai,383,22,1,0,0
294,43,1423.09,4,Net Banking,Mobile,Mumbai,2221,36,0,0,0
295,38,1776.67,16,Credit Card,Mobile,Ahmedabad,99,19,0,0,0
296,28,1316.8,1,Credit Card,Tablet,Pune,648,21,0,0,0
297,43,248.5,21,Credit Card,Mobile,Delhi,320,21,0,0,0
298,38,5765.63,13,Debit Card,Mobile,Bengaluru,887,19,1,0,0
299,43,3901.76,19,Net Banking,Desktop,Bengaluru,258,27,0,0,0
300,41,2336.96,6,Credit Card,Desktop,Pune,180,23,0,0,0
301,26,7525.05,14,Credit Card,Mobile,Jaipur,116,33,0,0,0
302,29,748.53,17,Debit Card,Desktop,Bengaluru,1028,24,0,0,0
303,42,7406.4,12,Net Banking,Desktop,Delhi,633,17,0,0,0
304,41,755.84,11,UPI,Mobile,Jaipur,40,32,0,0,0
305,34,1980.27,1,Credit Card,Mobile,Bengaluru,624,29,0,0,0
306,36,590.48,11,Debit Card,Desktop,Delhi,17,21,0,0,0
307,47,1655.33,5,Credit Card,Mobile,Bengaluru,100,23,0,0,0
308,29,2228.16,23,Credit Card,Mobile,Delhi,449,23,0,0,0
309,40,1445.55,0,Credit Card,Desktop,Ahmedabad,311,33,1,0,0
310,32,2896.05,20,UPI,Mobile,Pune,917,23,0,0,0
311,32,1770.84,0,UPI,Mobile,Delhi,468,23,0,0,0
312,45,1077.14,14,Net Banking,Mobile,Bengaluru,1675,31,0,0,0
313,43,1039.56,15,Credit Card,Mobile,Jaipur,966,28,1,0,0
314,43,3129.82,21,Debit Card,Mobile,Bengaluru,207,18,3,0,0
315,48,969.72,6,Debit Card,Desktop,Jaipur,898,17,0,0,0
316,35,3402.69,21,Credit Card,Desktop,Delhi,1019,26,2,0,0
317,41,4351.04,13,Debit Card,Mobile,Ahmedabad,1748,21,0,1,0
318,31,430.54,18,UPI,Tablet,Jaipur,6,35,1,0,0
319,38,4049.47,23,Credit Card,Desktop,Bengaluru,1038,34,1,0,0
320,33,8504.39,18,Credit Card,Mobile,Jaipur,36,25,0,0,0
321,35,2001.4,22,Credit Card,Mobile,Bengaluru,375,21,1,0,0
322,40,2641.94,12,UPI,Mobile,Delhi,267,26,0,0,0
323,26,3750.35,20,UPI,Mobile,Delhi,1262,27,0,0,0
324,55,1312.4,11,UPI,Mobile,Delhi,259,22,0,0,0
325,24,1892.82,0,Credit Card,Mobile,Delhi,453,21,1,0,0
326,22,571.71,11,Net Banking,Mobile,Ahmedabad,588,23,3,0,1
327,46,1827.87,3,Net Banking,Mobile,Ahmedabad,9,23,0,0,0
328,42,2436.92,14,UPI,Mobile,Pune,446,31,0,0,0
329,41,2472.36,15,UPI,Mobile,Jaipur,364,28,0,0,0
330,41,3836.59,14,UPI,Mobile,Delhi,450,28,1,0,0
331,34,880.21,7,UPI,Mobile,Bengaluru,39,23,0,0,0
332,26,1068.4,18,Debit Card,Tablet,Ahmedabad,28,31,0,0,0
333,35,7453.25,14,Net Banking,Mobile,Bengaluru,97,25,0,0,0
334,28,1450.61,17,UPI,Desktop,Delhi,1018,36,1,0,0
335,44,1919.9,10,UPI,Mobile,Pune,220,30,0,0,0
336,33,1550.59,8,UPI,Mobile,Jaipur,284,26,0,0,0
337,26,847.81,0,UPI,Mobile,Pune,247,19,0,0,0
338,31,5995.85,8,Debit Card,Desktop,Ahmedabad,626,23,1,0,0
339,39,1072.6,22,Credit Card,Mobile,Ahmedabad,150,28,0,0,0
340,29,663.93,11,Debit Card,Tablet,Jaipur,35,24,1,0,0
341,26,1140.71,1,Credit Card,Mobile,Mumbai,237,24,0,0,0
342,37,329.85,10,UPI,Mobile,Bengaluru,650,32,2,0,0
343,37,971.63,20,UPI,Mobile,Delhi,1232,26,0,0,0
344,29,754.08,13,UPI,Desktop,Mumbai,26,23,0,0,0
345,30,2680.99,1,Debit Card,Tablet,Bengaluru,831,22,2,0,0
346,37,954.58,14,Debit Card,Mobile,Delhi,34,34,1,0,0
347,20,3328.39,20,Debit Card,Desktop,Delhi,200,23,0,0,0
348,20,5007.98,22,UPI,Desktop,Jaipur,11,25,0,0,0
349,27,3056.24,20,Debit Card,Mobile,Ahmedabad,1212,28,0,0,0
350,32,1377.04,17,UPI,Desktop,Pune,613,17,0,0,0
351,38,1831.5,13,UPI,Mobile,Pune,230,27,2,0,0
352,49,483.0,20,Credit Card,Mobile,Jaipur,236,33,2,0,0
353,43,1469.94,11,Credit Card,Desktop,Bengaluru,510,21,1,0,0
354,33,821.93,9,Debit Card,Mobile,Delhi,46,28,0,0,0
355,34,2851.1,13,Credit Card,Desktop,Bengaluru,78,31,1,0,0
356,24,12812.83,21,UPI,Desktop,Bengaluru,939,19,0,0,0
357,34,2440.25,14,UPI,Desktop,Pune,113,19,0,0,0
358,32,332.65,4,UPI,Mobile,Delhi,648,38,1,0,0
359,38,1225.39,1,UPI,Mobile,Jaipur,127,28,0,0,1
360,26,1804.42,21,UPI,Mobile,Ahmedabad,46,22,2,0,0
361,40,1754.41,5,Debit Card,Tablet,Ahmedabad,1151,32,0,0,0
362,50,911.74,11,UPI,Mobile,Mumbai,1159,23,0,0,0
363,33,1990.68,1,Debit Card,Mobile,Jaipur,464,25,2,0,0
364,39,605.47,3,Credit Card,Mobile,Mumbai,309,14,0,0,0
365,41,768.22,6,UPI,Mobile,Mumbai,402,28,1,0,0
366,30,2742.54,15,Credit Card,Mobile,Pune,262,13,0,0,0
367,37,725.94,0,Debit Card,Mobile,Bengaluru,707,20,0,0,1
368,35,2516.36,0,Credit Card,Mobile,Jaipur,702,27,0,0,0
369,35,546.99,13,UPI,Tablet,Bengaluru,854,23,1,0,0
370,27,6713.4,10,Net Banking,Desktop,Jaipur,370,30,0,0,0
371,35,880.58,11,UPI,Desktop,Jaipur,808,23,0,0,0
372,39,1367.95,10,Net Banking,Mobile,Mumbai,84,22,1,0,0
373,49,2131.31,5,UPI,Desktop,Jaipur,15,19,0,1,0
374,44,1040.77,22,Debit Card,Desktop,Pune,522,27,0,0,0
375,56,1834.86,11,Credit Card,Tablet,Mumbai,55,23,0,0,0
