transaction_id,customer_age,transaction_amount,transaction_hour,payment_method,device_type,customer_location,account_age_days,previous_transactions,failed_transactions_last_24h,is_international,is_fraud
10116,22,3656.83,1,UPI,Mobile,Delhi,200,23,0,0,0
10117,41,7641.39,10,Credit Card,Mobile,Pune,59,14,0,0,0
10118,40,9824.57,17,UPI,Desktop,Delhi,61,23,0,0,0
10119,32,5831.12,12,Debit Card,Mobile,Mumbai,119,19,2,0,0
10120,41,1962.54,6,UPI,Mobile,Mumbai,126,18,1,0,0
10121,46,1869.13,19,UPI,Mobile,Bengaluru,158,17,1,0,0
10122,22,263.97,8,Credit Card,Mobile,Pune,265,17,2,0,0
10123,50,1534.93,13,UPI,Mobile,Bengaluru,10,18,1,0,0
10124,45,11490.23,19,Credit Card,Mobile,Mumbai,49,22,4,0,1
10125,45,15582.11,2,UPI,Mobile,Jaipur,310,19,1,0,0
10126,44,12302.82,16,UPI,Mobile,Bengaluru,208,21,1,0,0
10127,41,5021.33,2,UPI,Mobile,Delhi,82,22,0,0,0
10128,34,3005.72,21,UPI,Mobile,Delhi,9,14,0,0,0
10129,25,2079.36,18,UPI,Desktop,Mumbai,303,15,1,1,0
10130,39,6727.34,1,Credit Card,Mobile,Mumbai,13,21,1,0,0
10131,35,2637.82,20,Credit Card,Mobile,Jaipur,137,26,1,0,0
10132,26,4470.5,4,Credit Card,Mobile,Mumbai,35,23,1,0,0
10133,53,2799.96,20,UPI,Mobile,Mumbai,346,18,1,0,0
10134,43,1858.42,21,UPI,Mobile,Bengaluru,21,14,0,0,0
10135,30,775.16,21,Debit Card,Mobile,Jaipur,56,19,1,0,0
10136,18,6358.83,15,UPI,Desktop,Ahmedabad,369,26,0,0,0
10137,24,6421.72,1,UPI,Desktop,Mumbai,659,21,0,0,0
10138,39,7863.28,3,UPI,Mobile,Jaipur,6,26,3,1,0
10139,31,5411.4,22,UPI,Mobile,Mumbai,42,24,0,0,0
10140,19,870.31,21,UPI,Mobile,Mumbai,515,29,4,0,0
10141,36,3350.6,3,Credit Card,Mobile,Delhi,263,18,0,0,0
10142,32,2033.44,9,UPI,Desktop,Delhi,43,15,1,0,0
10143,29,9778.85,18,UPI,Mobile,Jaipur,299,18,1,0,0
10144,20,9460.25,7,UPI,Mobile,Mumbai,228,24,0,0,0
10145,37,4880.37,5,UPI,Mobile,Pune,138,20,0,0,0
10146,22,1338.13,7,UPI,Mobile,Mumbai,223,23,1,0,0
10147,31,2800.68,8,Credit Card,Mobile,Bengaluru,553,19,1,0,0
10148,46,9754.47,3,UPI,Mobile,Bengaluru,146,16,1,0,0
10149,47,3768.54,22,UPI,Mobile,Delhi,31,17,0,0,0
10150,32,1148.44,7,UPI,Mobile,Pune,271,15,1,0,0
10151,18,1627.74,14,UPI,Desktop,Pune,498,21,1,0,0
10152,42,27982.76,2,Debit Card,Desktop,Jaipur,373,30,2,0,1
10153,23,3811.03,15,UPI,Mobile,Ahmedabad,59,23,1,0,0
10154,18,5640.55,17,UPI,Mobile,Delhi,147,14,1,0,0
10155,42,32915.95,10,UPI,Mobile,Mumbai,1336,18,0,0,0
10156,18,5427.81,3,UPI,Mobile,Mumbai,9,20,2,0,0
10157,41,2363.31,22,UPI,Mobile,Mumbai,157,24,1,0,0
10158,43,5554.29,15,Credit Card,Mobile,Ahmedabad,597,11,3,0,0
10159,39,3360.07,11,Credit Card,Mobile,Delhi,191,18,2,0,0
10160,36,6852.54,9,UPI,Desktop,Jaipur,242,22,1,0,0
10161,32,873.28,20,Credit Card,Mobile,Mumbai,209,17,1,0,0
10162,28,2820.52,10,UPI,Desktop,Mumbai,894,22,0,0,0
10163,22,884.28,13,UPI,Mobile,Bengaluru,65,18,3,0,0
10164,60,564.54,13,UPI,Mobile,Bengaluru,313,13,0,0,0
10165,29,1494.99,13,UPI,Mobile,Mumbai,41,22,0,0,0
10166,23,851.36,19,UPI,Mobile,Delhi,470,19,2,0,0
10167,32,5068.01,4,Credit Card,Mobile,Pune,22,31,1,0,0
10168,40,3625.65,9,Credit Card,Mobile,Mumbai,56,18,0,1,0
10169,45,6941.85,18,Credit Card,Mobile,Delhi,24,24,1,0,0
10170,31,1366.39,7,UPI,Mobile,Mumbai,70,19,1,0,0
10171,31,3029.49,17,UPI,Mobile,Mumbai,67,14,2,0,0
10172,25,3491.21,12,UPI,Mobile,Delhi,9,21,1,0,1
10173,31,6424.15,23,Credit Card,Mobile,Mumbai,4,14,2,0,0
10174,43,6047.45,15,Credit Card,Mobile,Delhi,40,19,2,0,0
10175,33,21328.98,17,Credit Card,Mobile,Delhi,259,28,0,0,1
10176,29,2667.54,6,UPI,Mobile,Mumbai,170,19,0,0,0
10177,35,1173.55,3,Credit Card,Mobile,Delhi,76,20,2,1,1
10178,25,639.36,19,UPI,Desktop,Bengaluru,578,20,1,0,0
10179,18,5069.77,23,UPI,Mobile,Delhi,891,15,1,1,0
10180,28,365.63,12,UPI,Mobile,Pune,14,15,1,0,1
10181,18,968.36,3,Net Banking,Mobile,Pune,33,26,2,0,1
10182,31,8777.61,18,Credit Card,Mobile,Bengaluru,969,22,1,0,0
10183,38,4130.86,0,UPI,Mobile,Bengaluru,445,18,1,0,1
10184,44,1358.48,15,Debit Card,Mobile,Bengaluru,143,27,4,1,0
10185,39,2950.86,21,Net Banking,Mobile,Pune,155,13,0,1,0
10186,34,2786.3,16,Credit Card,Mobile,Bengaluru,532,31,3,0,0
10187,22,3734.02,5,UPI,Mobile,Delhi,1009,28,2,0,0
10188,21,1589.09,14,Debit Card,Mobile,Mumbai,127,19,1,0,0
10189,31,2500.27,18,UPI,Mobile,Pune,132,17,0,0,0
10190,24,4315.19,9,UPI,Mobile,Bengaluru,547,18,0,0,0
10191,23,2026.58,4,UPI,Mobile,Mumbai,722,22,1,0,0
10192,34,6741.14,10,Credit Card,Mobile,Bengaluru,379,16,2,0,0
10193,24,2495.74,1,UPI,Mobile,Delhi,80,28,1,0,0
10194,18,23078.91,10,UPI,Mobile,Jaipur,99,22,1,0,0
10195,31,1177.76,8,UPI,Mobile,Delhi,44,19,0,1,0
10196,23,5704.74,7,Debit Card,Mobile,Bengaluru,850,28,1,0,0
10197,39,4627.48,12,UPI,Mobile,Mumbai,1702,25,1,0,0
10198,48,3305.4,9,Debit Card,Mobile,Mumbai,64,20,0,0,0
10199,42,12698.12,21,UPI,Desktop,Mumbai,316,21,0,0,0
10200,38,1520.45,14,UPI,Mobile,Delhi,117,23,2,0,0
10201,49,622.89,6,Debit Card,Mobile,Ahmedabad,166,24,0,0,0
10202,23,342.16,17,UPI,Mobile,Ahmedabad,45,16,1,0,0
10203,27,9029.13,9,Net Banking,Mobile,Pune,324,24,0,0,0
10204,36,2526.08,4,UPI,Desktop,Delhi,48,23,0,1,0
10205,29,8020.43,23,UPI,Desktop,Delhi,820,18,2,0,0
10206,35,3650.34,18,UPI,Mobile,Mumbai,561,22,0,1,0
10207,29,2787.25,23,UPI,Mobile,Mumbai,1,15,1,0,0
10208,31,10355.31,5,UPI,Mobile,Mumbai,752,28,0,0,0
10209,29,2173.07,2,UPI,Mobile,Delhi,277,18,0,1,1
10210,42,951.79,12,Debit Card,Mobile,Mumbai,99,15,0,0,0
10211,31,3215.11,17,UPI,Desktop,Mumbai,307,22,3,0,0
10212,19,1991.89,10,UPI,Mobile,Bengaluru,334,19,0,0,0
10213,32,7869.84,8,Debit Card,Desktop,Delhi,792,19,1,1,0
10214,27,2507.19,12,UPI,Mobile,Jaipur,172,18,0,0,0
10215,49,1236.37,16,Debit Card,Mobile,Ahmedabad,2,19,2,0,1
10216,37,736.0,23,UPI,Mobile,Bengaluru,12,22,1,0,1
10217,47,7966.75,5,UPI,Desktop,Pune,291,22,0,0,0
10218,35,2181.65,3,UPI,Desktop,Mumbai,52,16,0,0,0
10219,44,3714.14,17,Credit Card,Mobile,Bengaluru,125,18,1,0,1
10220,42,470.74,14,UPI,Mobile,Mumbai,366,20,1,0,0
10221,40,4141.29,6,UPI,Mobile,Bengaluru,12,17,1,0,0
10222,18,1714.04,17,Debit Card,Mobile,Bengaluru,204,21,1,1,0
10223,36,3531.49,2,UPI,Tablet,Delhi,477,11,1,1,0
10224,48,713.63,19,Net Banking,Mobile,Pune,270,28,1,1,0
10225,34,563.79,8,Credit Card,Mobile,Mumbai,198,16,2,0,0
10226,46,8416.25,8,UPI,Desktop,Jaipur,97,11,1,0,0
10227,28,1364.59,12,Debit Card,Mobile,Mumbai,427,20,0,0,0
10228,30,6206.24,15,UPI,Mobile,Delhi,167,21,2,0,0
10229,41,2253.45,3,Debit Card,Mobile,Delhi,86,23,0,0,0
10230,18,1377.45,1,UPI,Mobile,Delhi,99,22,3,0,0
10231,52,259.9,18,Credit Card,Mobile,Pune,324,18,1,0,0
10232,30,1872.12,10,Credit Card,Mobile,Bengaluru,459,25,0,0,0
10233,48,2243.49,14,UPI,Mobile,Jaipur,174,18,0,0,0
10234,27,2045.59,7,UPI,Mobile,Bengaluru,5,17,0,0,1
10235,42,1229.41,21,UPI,Mobile,Bengaluru,532,19,0,0,0
10236,29,3126.93,6,UPI,Mobile,Ahmedabad,128,25,1,0,0
10237,18,7688.93,23,Credit Card,Mobile,Mumbai,390,19,2,0,0
10238,29,2002.8,0,UPI,Mobile,Bengaluru,8,19,0,0,0
10239,32,3001.55,15,UPI,Mobile,Jaipur,259,26,0,0,0
10240,39,2070.79,22,UPI,Mobile,Pune,378,16,0,0,0
10241,25,5306.18,20,UPI,Mobile,Mumbai,809,23,0,0,0
10242,39,1448.17,14,Credit Card,Mobile,Mumbai,6,23,0,1,0
10243,31,1051.17,3,UPI,Mobile,Mumbai,262,23,1,0,0
10244,18,4500.36,23,Credit Card,Mobile,Jaipur,366,19,0,0,0
10245,44,2850.29,22,UPI,Mobile,Pune,120,24,0,0,0
10246,45,4422.11,1,UPI,Desktop,Mumbai,252,20,0,0,0
10247,30,2279.9,0,UPI,Mobile,Delhi,37,21,0,0,0
10248,31,3183.02,17,UPI,Mobile,Jaipur,325,21,2,0,0
10249,28,7203.54,2,Credit Card,Mobile,Mumbai,581,23,0,0,0
10250,38,3531.4,20,UPI,Mobile,Delhi,319,24,0,0,0
10251,27,1051.47,14,UPI,Mobile,Mumbai,72,20,3,0,0
10252,43,5480.16,23,Credit Card,Mobile,Pune,588,23,1,0,0
10253,32,1042.13,19,Credit Card,Mobile,Bengaluru,306,22,0,0,0
10254,19,496.32,9,Net Banking,Mobile,Ahmedabad,678,22,1,0,0
10255,41,1402.04,11,Credit Card,Mobile,Bengaluru,1112,32,1,0,0
10256,39,15632.59,23,UPI,Mobile,Delhi,177,16,2,0,0
10257,18,5114.48,2,UPI,Mobile,Bengaluru,152,14,1,0,0
10258,36,3598.39,7,UPI,Mobile,Delhi,326,22,0,0,0
10259,40,5199.98,0,Credit Card,Mobile,Delhi,340,24,1,0,0
10260,32,11065.94,19,UPI,Mobile,Pune,176,22,1,0,0
10261,28,3461.85,0,UPI,Mobile,Mumbai,297,29,1,0,0
10262,47,2253.43,18,UPI,Desktop,Jaipur,67,14,1,0,0
10263,26,3864.57,3,UPI,Mobile,Bengaluru,307,24,1,0,1
10264,53,2439.24,9,Net Banking,Mobile,Mumbai,110,20,3,0,1
10265,26,2459.55,5,UPI,Desktop,Bengaluru,84,17,1,0,0
10266,44,15791.14,19,Net Banking,Mobile,Mumbai,301,13,1,0,0
10267,53,3599.42,2,UPI,Mobile,Mumbai,657,18,0,0,0
10268,19,2959.99,16,UPI,Mobile,Bengaluru,91,30,0,0,0
10269,39,4829.93,9,UPI,Mobile,Mumbai,700,17,0,0,0
10270,26,292.65,19,Debit Card,Mobile,Bengaluru,188,19,2,1,0
10271,42,1068.03,7,Net Banking,Mobile,Pune,88,28,2,0,0
10272,49,1175.98,2,UPI,Mobile,Delhi,40,18,0,0,0
10273,53,3914.08,9,UPI,Mobile,Ahmedabad,102,18,2,0,0
10274,45,25633.23,14,Debit Card,Mobile,Jaipur,375,15,2,0,0
10275,30,1913.95,4,UPI,Mobile,Mumbai,28,20,0,1,0
10276,41,4382.16,11,UPI,Mobile,Ahmedabad,269,24,1,0,0
10277,62,2728.34,8,UPI,Mobile,Delhi,171,15,0,1,0
10278,47,3113.82,18,Credit Card,Desktop,Mumbai,334,18,4,0,0
10279,58,1686.03,7,Credit Card,Mobile,Jaipur,731,20,0,0,0
10280,46,1824.52,15,UPI,Mobile,Bengaluru,265,18,2,0,0
10281,21,1650.0,6,Net Banking,Desktop,Pune,64,15,1,0,0
10282,31,2438.28,21,UPI,Mobile,Delhi,188,29,3,0,0
10283,42,7212.86,12,Credit Card,Mobile,Pune,256,25,1,0,0
10284,23,4971.73,6,Net Banking,Mobile,Delhi,353,25,2,1,0
10285,41,1790.32,3,Net Banking,Mobile,Ahmedabad,407,13,0,0,1
10286,18,4923.89,8,UPI,Mobile,Mumbai,119,18,2,0,0
10287,33,5463.13,17,UPI,Desktop,Jaipur,140,19,2,0,0
10288,40,5823.24,22,UPI,Desktop,Delhi,139,14,1,0,0
10289,18,2551.53,7,UPI,Desktop,Mumbai,307,22,0,0,0
10290,40,6855.0,5,UPI,Mobile,Pune,261,20,1,0,0
10291,44,3987.12,5,UPI,Mobile,Mumbai,499,16,2,0,0
10292,44,6117.23,21,Debit Card,Mobile,Ahmedabad,99,21,2,0,0
10293,18,2987.05,8,UPI,Mobile,Pune,63,10,0,0,0
10294,18,2003.98,10,UPI,Mobile,Pune,201,25,1,0,0
10295,47,2309.28,12,UPI,Mobile,Pune,526,24,2,0,0
10296,47,692.09,0,UPI,Mobile,Delhi,501,23,0,0,0
10297,22,6845.71,6,UPI,Mobile,Mumbai,63,16,0,0,0
10298,19,2887.38,5,Credit Card,Desktop,Bengaluru,27,18,1,0,0
10299,45,3324.45,16,UPI,Mobile,Pune,47,17,1,0,0
10300,18,2187.83,18,UPI,Mobile,Jaipur,655,25,1,0,0
10301,41,3372.9,3,UPI,Mobile,Mumbai,249,13,1,0,0
10302,18,13332.14,16,UPI,Mobile,Delhi,106,25,0,0,0
10303,18,5213.47,13,Net Banking,Mobile,Delhi,1418,26,1,0,0
10304,35,710.71,8,Debit Card,Mobile,Jaipur,50,15,0,0,0
10305,41,2551.87,4,Credit Card,Mobile,Delhi,76,19,1,0,0
10306,42,10005.73,19,Debit Card,Mobile,Jaipur,304,15,1,0,0
10307,36,1649.88,2,UPI,Mobile,Jaipur,859,18,1,0,0
10308,24,6535.89,15,Credit Card,Mobile,Bengaluru,232,18,1,1,0
10309,25,5403.63,7,UPI,Mobile,Mumbai,134,19,2,0,0
10310,36,6683.12,3,UPI,Mobile,Delhi,73,20,1,0,0
10311,41,3503.01,2,UPI,Desktop,Ahmedabad,129,23,0,1,0
10312,24,11043.94,5,UPI,Mobile,Ahmedabad,38,19,0,0,0
10313,26,7497.42,16,Debit Card,Mobile,Delhi,208,20,0,0,0
10314,27,2562.97,18,UPI,Mobile,Mumbai,81,27,0,0,0
10315,34,1686.37,2,Net Banking,Mobile,Mumbai,423,16,0,0,0
10316,23,8017.44,6,UPI,Mobile,Bengaluru,85,17,1,1,0
10317,33,1560.78,8,UPI,Mobile,Pune,494,15,2,0,0
10318,36,25880.48,22,UPI,Mobile,Jaipur,503,19,0,0,0
10319,39,5307.98,8,UPI,Mobile,Delhi,371,18,2,0,0
10320,39,3125.02,3,Debit Card,Mobile,Pune,342,22,1,0,0
10321,20,5081.43,20,UPI,Desktop,Mumbai,33,17,0,0,0
10322,34,2093.0,15,Debit Card,Mobile,Mumbai,278,14,2,0,0
10323,38,2035.6,14,UPI,Mobile,Bengaluru,135,21,0,0,0
10324,26,2372.44,4,UPI,Tablet,Jaipur,1084,11,2,0,0
10325,29,748.59,11,Credit Card,Mobile,Mumbai,1005,26,3,0,0
10326,49,1597.05,13,Debit Card,Desktop,Jaipur,31,26,0,0,0
10327,18,1373.73,1,UPI,Desktop,Mumbai,112,18,2,0,0
10328,57,5981.34,17,UPI,Mobile,Ahmedabad,212,16,5,1,0
10329,47,674.97,3,UPI,Mobile,Delhi,56,24,1,0,0
10330,30,953.07,12,UPI,Mobile,Mumbai,637,21,2,0,0
10331,51,633.83,10,UPI,Mobile,Delhi,766,20,0,0,0
10332,23,1070.56,6,Credit Card,Mobile,Delhi,1389,19,0,1,1
10333,39,3068.46,6,UPI,Mobile,Delhi,34,20,0,0,0
10334,18,14017.87,7,Credit Card,Mobile,Delhi,1,24,1,1,1
10335,51,367.5,8,Debit Card,Mobile,Mumbai,243,21,0,0,0
10336,27,2706.1,11,Net Banking,Mobile,Mumbai,6,17,0,0,0
10337,43,3535.09,6,Credit Card,Mobile,Bengaluru,503,18,2,0,0
10338,36,4702.01,15,UPI,Mobile,Jaipur,90,13,1,0,0
10339,30,2441.68,1,UPI,Mobile,Jaipur,76,19,0,0,0
10340,28,2306.86,0,Debit Card,Mobile,Mumbai,193,25,0,0,0
10341,62,15827.05,23,UPI,Mobile,Bengaluru,367,21,1,0,0
10342,26,3950.03,14,UPI,Tablet,Bengaluru,2,16,0,0,0
10343,40,6920.73,19,Debit Card,Mobile,Mumbai,247,24,1,1,0
10344,41,11217.22,21,UPI,Desktop,Jaipur,263,23,1,0,0
10345,46,4579.33,17,UPI,Mobile,Bengaluru,56,12,0,0,0
10346,46,2182.62,20,UPI,Mobile,Delhi,130,27,3,0,0
10347,22,434.25,9,UPI,Mobile,Delhi,242,23,0,0,1
10348,34,2668.82,19,UPI,Mobile,Pune,325,14,0,0,0
10349,41,2474.26,10,UPI,Mobile,Mumbai,168,27,0,0,0
10350,37,3738.73,12,UPI,Mobile,Bengaluru,14,22,0,0,0
10351,26,4080.53,14,Debit Card,Mobile,Jaipur,574,16,0,0,0
10352,29,1524.95,13,Credit Card,Mobile,Delhi,4,16,2,0,0
10353,33,8598.53,13,UPI,Mobile,Jaipur,751,18,1,0,0
10354,21,7303.9,2,Debit Card,Mobile,Bengaluru,991,13,2,0,0
10355,33,3874.31,12,Net Banking,Mobile,Pune,441,16,2,0,0
10356,40,822.13,6,Credit Card,Mobile,Bengaluru,358,28,1,0,0
10357,40,788.98,1,Credit Card,Mobile,Mumbai,117,24,2,1,1
10358,39,1559.99,18,UPI,Mobile,Delhi,529,17,1,1,0
10359,24,7978.26,11,Credit Card,Mobile,Mumbai,473,17,1,0,0
10360,18,1072.99,14,Credit Card,Mobile,Jaipur,125,17,0,1,0
10361,37,1122.9,11,Credit Card,Mobile,Pune,97,25,0,0,0
10362,26,412.2,21,UPI,Desktop,Jaipur,227,12,1,0,0
10363,38,2216.16,0,UPI,Desktop,Pune,77,26,0,0,0
10364,51,4596.29,10,Credit Card,Mobile,Delhi,715,23,2,0,0
10365,36,2657.87,21,Credit Card,Mobile,Delhi,247,18,2,0,0
10366,31,3536.99,13,UPI,Mobile,Pune,187,20,0,0,0
10367,26,2477.82,20,Credit Card,Desktop,Pune,206,23,1,0,0
10368,23,5815.28,3,UPI,Mobile,Pune,16,20,1,1,1
10369,48,3867.4,3,Credit Card,Mobile,Mumbai,592,23,0,0,0
10370,18,145.23,23,UPI,Mobile,Pune,16,28,0,0,1
